Unnamed: 0,kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
108,A15720001,1150010400,790,20130925.0,개별난방,아파트,단일계약,20,0,1213
109,A15781003,1150010400,1005,19930227.0,지역난방,아파트,기타,12,204,122
110,A10025616,1150010400,120,20060427.0,개별난방,아파트,종합계약,4,104,18
111,A10024367,1150010400,114,20010829.0,개별난방,아파트,종합계약,3,0,124
112,A10024792,1150010400,137,19990302.0,지역난방,아파트,종합계약,4,20,117
113,A15721001,1150010500,180,20051121.0,개별난방,아파트,단일계약,6,94,129
114,A15721003,1150010500,253,19931223.0,개별난방,아파트,기타,6,128,81
115,A15721005,1150010500,479,19990625.0,개별난방,아파트,종합계약,16,77,464
116,A15722010,1150010500,439,20140626.0,지역난방,아파트,종합계약,20,0,644
117,A15721006,1150010500,1466,20140612.0,지역난방,아파트,단일계약,48,3,1819
118,A15728011,1150010500,1171,20140529.0,지역난방,아파트,종합계약,37,0,1311
119,A15721007,1150010500,1004,20140612.0,지역난방,아파트,종합계약,33,0,1466
120,A15721004,1150010500,258,20050214.0,개별난방,아파트,단일계약,30,184,109
121,A15721010,1150010500,1270,20140529.0,지역난방,아파트,종합계약,40,12,1437
122,A15721009,1150010500,408,20140619.0,지역난방,아파트,종합계약,17,0,584
123,A15721008,1150010500,420,20140620.0,지역난방,아파트,단일계약,17,4,590
124,A15722009,1150010500,237,20140619.0,지역난방,아파트,종합계약,9,0,273
125,A10027433,1150010500,531,20160722.0,지역난방,아파트,종합계약,20,0,633
126,A10027452,1150010500,550,20160809.0,지역난방,아파트,종합계약,18,0,570
127,A10027403,1150010500,363,20160912.0,지역난방,아파트,단일계약,13,0,377
128,A10026879,1150010500,1194,20170410.0,지역난방,아파트,종합계약,84,10,1677
129,A10027687,1150010500,603,20170803.0,지역난방,아파트,종합계약,25,0,743
130,A10027371,1150010500,347,20160912.0,지역난방,아파트,단일계약,12,0,360
131,A10024426,1150010500,1529,20210215.0,지역난방,아파트,단일계약,40,0,1765
132,A15721011,1150010500,315,20140619.0,지역난방,아파트,단일계약,15,1,503
133,A15728002,1150010600,399,20071019.0,지역난방,아파트,단일계약,13,50,391
134,A15728006,1150010600,919,20080220.0,지역난방,아파트,단일계약,31,0,1005
135,A15728009,1150010600,2198,20050504.0,개별난방,아파트,단일계약,64,274,2428
136,A15728005,1150010600,643,20081001.0,지역난방,아파트,단일계약,19,66,646
137,A15728010,1150010600,157,20030925.0,개별난방,아파트,종합계약,5,43,135
138,A15728007,1150010600,948,20080610.0,지역난방,아파트,단일계약,34,125,885
139,A15728003,1150010600,518,20070921.0,지역난방,아파트,단일계약,19,52,670
140,A15782501,1150010600,160,20060330.0,개별난방,아파트,단일계약,7,26,221
141,A15728013,1150010600,102,20021022.0,개별난방,아파트,단일계약,3,30,99
142,A15728008,1150010600,1421,20071101.0,지역난방,아파트,단일계약,36,334,1245
143,A15728004,1150010600,629,20070726.0,지역난방,아파트,단일계약,19,93,617
144,A15779704,1150010600,194,20031231.0,개별난방,아파트,종합계약,9,30,203
145,A15728014,1150010600,85,,,,,,,
146,A10028020,1150010800,111,20000925.0,개별난방,아파트,단일계약,6,15,104
147,A15781201,1150010800,215,20091104.0,개별난방,아파트,종합계약,10,15,229
148,A15722005,1150010900,354,20040511.0,개별난방,아파트,단일계약,14,37,329
149,A15784601,1150010900,202,19991223.0,개별난방,아파트,단일계약,6,8,229
150,A15722106,1150010900,320,20031231.0,개별난방,아파트,단일계약,12,93,274
151,A15722314,1150010900,1563,19931025.0,지역난방,아파트,기타,20,245,139
152,A15785711,1150010900,984,19931025.0,지역난방,아파트,기타,14,242,93
153,A15785709,1150010900,488,19940728.0,지역난방,아파트,단일계약,7,167,142
154,A15785703,1150010900,206,19990816.0,개별난방,아파트,단일계약,6,22,186
155,A15722304,1150010900,213,20041223.0,개별난방,아파트,단일계약,9,44,180
156,A15777501,1150010900,930,19940514.0,지역난방,아파트,기타,11,252,170
157,A15722108,1150010900,407,20031129.0,개별난방,아파트,단일계약,26,19,521
158,A15722201,1150010900,154,20030602.0,개별난방,아파트,종합계약,7,3,226
159,A15785608,1150010900,462,19940331.0,지역난방,아파트,단일계약,19,234,400
160,A15785002,1150010900,187,20050602.0,개별난방,아파트,단일계약,9,50,156
161,A15785005,1150010900,1065,19940521.0,지역난방,아파트,단일계약,12,263,0
162,A15722004,1150010900,341,20080609.0,개별난방,아파트,단일계약,14,50,390
163,A15722203,1150010900,224,19951216.0,지역난방,아파트,종합계약,6,45,132
164,A15785613,1150010900,1372,19940817.0,지역난방,아파트,단일계약,18,378,184
165,A15785507,1150010900,337,19931126.0,지역난방,아파트,단일계약,13,207,111
166,A15722204,1150010900,279,20031028.0,개별난방,아파트,종합계약,12,129,193
167,A15785612,1150010900,1000,19940817.0,지역난방,아파트,종합계약,12,171,83
168,A15722102,1150010900,205,20030224.0,개별난방,아파트,단일계약,16,47,168
169,A15785605,1150010900,250,19960920.0,지역난방,아파트,종합계약,3,66,26
170,A15778101,1150010900,686,19931216.0,지역난방,아파트,단일계약,26,295,582
171,A15785601,1150010900,160,19940909.0,지역난방,아파트,종합계약,8,57,109
172,A15722307,1150010900,387,19940729.0,지역난방,아파트,단일계약,5,124,115
173,A15722011,1150010900,112,19891228.0,개별난방,아파트,단일계약,4,57,20
174,A15722003,1150010900,285,20020913.0,개별난방,아파트,종합계약,11,51,281
175,A15773501,1150010900,258,20040607.0,개별난방,아파트,단일계약,11,98,190
176,A15722007,1150010900,206,19971006.0,개별난방,아파트,단일계약,5,79,111
177,A15785710,1150010900,680,19940824.0,지역난방,아파트,종합계약,23,394,592
178,A10025641,1150010900,116,20050629.0,개별난방,아파트,,,,
179,A15722104,1150010900,209,19980220.0,개별난방,아파트,단일계약,7,33,176
180,A15722008,1150010900,65,,,아파트,,,,
181,A15722306,1150010900,284,19980821.0,개별난방,아파트,단일계약,9,64,222
182,A10023292,1150010900,90,20171123.0,개별난방,아파트,단일계약,4,78,4
183,A15722001,1150010900,170,19980109.0,개별난방,아파트,단일계약,7,55,165
184,A10024505,1150010900,298,20201126.0,지역난방,아파트,종합계약,6,0,300
